project_id;committer;time;additions;deletions
31;64;2340;4;2
31;64;2324;51;30
31;64;2322;1;2
31;64;2324;56;0
31;64;2322;45;7
31;64;2322;8;1
31;67;2322;242;128
31;67;2322;27;0
31;64;2322;107;25
31;68;2319;46;10
31;68;2319;43;6
31;67;2318;30;1
31;65;2317;2;3
31;65;2317;4;10
31;66;2317;66;24
31;64;2316;28;9
31;65;2316;67;18
31;68;2316;3;3
31;64;2316;0;1
31;68;2316;25;6
31;68;2316;25;6
31;67;2322;1;0
31;63;2315;32;19
31;65;2315;56;22
31;65;2315;2;2
31;64;2315;204;107
31;68;2315;56;22
31;64;2315;9;8
31;64;2315;8;10
31;67;2315;27;14
31;65;2315;73;86
31;68;2315;56;22
31;66;2315;154;86
31;64;2315;25;12
31;65;2314;92;14
31;70;2315;8;10
31;67;2313;525;225
31;67;2313;1;0
31;63;2374;158;21
31;65;2313;4;1
31;64;2374;101;17
31;64;2373;15;0
31;64;2373;63;27
31;64;2373;6;2
31;68;2371;63;27
31;68;2371;63;27
31;64;2350;16;4
31;64;2388;16;0
31;64;2315;6;2
31;64;2345;55;11
31;64;2345;29;39
31;64;2349;9;3
31;63;2345;55;11
31;63;2345;96;50
31;64;2340;236;143
31;65;2340;97;6
31;64;2340;31;9
31;68;2340;1;1
31;65;2340;55;43
31;66;2340;55;43
31;66;2340;97;6
31;66;2339;86;96
31;67;2339;7;0
31;68;2340;1;1
31;65;2339;86;96
31;66;2337;3;1
31;64;2337;29;7
31;67;2337;3;1
31;66;2337;376;54
31;67;2339;5;0
31;64;2335;30;5
31;64;2337;71;56
31;64;2334;118;34
31;64;2336;28;15
31;64;2333;249;46
31;64;2333;11;2
31;64;2333;87;21
31;66;2319;51;9
31;64;2334;67;0
31;67;2319;3;2
31;69;2319;1428;753
31;67;2319;653;249
31;65;2319;51;9
31;70;2319;198;37
31;64;2318;3;2
31;64;2318;642;244
31;64;2318;39;3
31;65;2318;288;85
31;65;2316;3;1
31;66;2318;291;86
31;67;2317;39;5
31;66;2315;259;67
31;65;2316;5;3
31;65;2315;254;64
31;65;2314;2;2
31;65;2314;3;1
31;66;2314;110;116
31;65;2314;76;106
31;66;2314;0;2
31;64;2313;9;1
31;67;2313;1385;568
31;67;2313;7;5
31;67;2318;9;2
31;65;2313;794;534
31;67;2313;1992;586
31;67;2313;3;17
31;63;2313;122;31
31;63;2313;794;525
31;64;2313;3;8
31;64;2313;0;9
31;65;2313;15;0
31;64;2306;105;5
31;64;2313;128;53
31;64;2283;947;575
31;64;2296;28;5
31;64;2283;624;517
31;64;2280;15;0
31;64;2280;92;30
31;68;2270;15;0
31;64;2283;6;9
31;68;2270;15;0
31;65;2270;43;10
31;65;2268;257;53
31;64;2303;12;7
31;66;2268;257;53
31;63;2249;610;183
31;66;2266;0;0
31;64;2251;34;22
31;64;2248;4;0
31;64;2249;51;30
31;64;2234;62;17
31;64;2248;94;7
31;64;1631;2;0
31;64;2232;79;30
31;64;1631;59;15
31;64;1631;0;0
31;64;1631;138;31
31;67;1625;59;15
31;67;1625;78;9
31;64;1619;78;9
31;64;2249;7;2
31;67;1618;707;95
31;64;1618;0;0
31;64;1618;82;26
31;67;1618;51;3
31;64;1575;3;113
31;65;1574;128;23
31;69;1574;37;20
31;66;1574;128;23
31;68;1574;37;20
31;68;1574;37;20
31;70;1573;246;0
31;67;1572;3;113
31;67;1572;208;33
31;69;1573;492;235
31;65;1572;1;1
31;67;1572;2;116
31;67;1618;0;0
31;65;1572;45;12
31;66;1572;162;20
31;68;1572;45;12
31;65;1572;160;19
31;65;1572;2;1
31;68;1572;45;12
31;67;1571;466;205
31;66;1571;17;9
31;65;1571;9;2
31;67;1570;7;15
31;68;1570;80;2
31;65;1571;8;7
31;67;1571;97;11
31;67;1570;257;188
31;65;1570;89;204
31;68;1570;80;2
31;66;1570;89;204
31;67;1569;390;110
31;67;1569;838;400
31;67;1569;4;4
31;67;1570;0;9
31;67;1569;0;6
31;63;1535;325;41
31;65;1550;0;0
31;64;1535;1;0
31;64;1535;52;2
31;64;1535;6;2
31;65;1569;191;7
31;64;1535;524;379
31;65;1535;6;3
31;64;1525;5;4
31;64;1525;27;2
31;64;1535;25;22
31;64;1524;149;24
31;64;1535;0;0
31;64;1655;21;13
31;66;1623;64;71
31;65;1623;17;71
31;64;1491;71;9
31;64;1623;23;12
31;67;1622;31;0
31;65;1623;58;11
31;66;1622;473;313
31;64;1623;5;0
31;67;1622;528;354
31;67;1622;22;38
31;64;1621;27;23
31;65;1621;47;42
31;66;1621;55;42
31;65;1621;453;309
31;67;1620;0;106
31;64;1620;10;12
31;67;1620;10;11
31;67;1620;34;40
31;67;1619;15;32
31;64;1620;19;8
31;65;1619;12;29
31;63;1619;15;32
31;64;1619;15;32
31;65;1622;21;5
31;67;1619;105;0
31;65;1619;21;13
31;67;1619;558;161
31;67;1619;725;162
31;64;1619;1;1
31;63;1619;321;17
31;63;1619;194;7
31;64;1619;234;144
31;64;1619;108;0
31;67;1619;0;1
31;67;1619;41;5
31;69;1619;36;36
31;65;1619;321;17
31;67;1618;9;0
31;67;1619;508;80
31;69;1619;1182;449
31;64;1618;34;13
31;69;1618;197;107
31;67;1618;631;310
31;64;1618;377;78
31;67;1618;15;6
31;66;1600;257;32
31;68;1603;54;4
31;65;1600;14;18
31;65;1599;31;4
31;66;1600;58;47
31;66;1599;31;4
31;65;1599;48;4
31;68;1603;54;4
31;65;1599;214;29
31;64;1598;241;219
31;64;1599;28;0
31;68;1598;240;218
31;64;1598;3;4
31;66;1598;240;218
31;68;1598;5;133
31;65;1598;240;218
31;68;1598;5;133
31;64;1596;5;133
31;68;1598;16;47
31;68;1595;1;1
31;68;1599;42;0
31;64;1595;201;16
31;67;1595;0;23
31;67;1595;3;3
31;63;1595;3;26
31;68;1595;0;2
31;68;1595;248;123
31;63;1595;247;124
31;67;1595;101;101
31;68;1595;1;1
31;67;1595;348;178
31;64;1595;1;1
31;67;1595;366;89
31;67;1595;350;175
31;67;1595;125;5
31;64;1594;56;91
31;68;1595;62;7
31;64;1593;22;2
31;64;1593;65;60
31;68;1595;62;7
31;63;1579;76;58
31;64;1579;59;50
31;68;1593;22;2
31;64;1576;231;146
31;64;1576;3;4
31;68;1593;22;2
31;66;1575;91;32
31;65;1575;49;8
31;65;1575;19;13
31;68;1574;0;2
31;68;1574;42;0
31;68;1574;96;110
31;68;1574;42;0
31;68;1574;0;2
31;68;1574;287;17
31;67;1573;19;26
31;67;1573;35;26
31;64;1573;269;95
31;68;1573;58;95
31;65;1575;4;4
31;66;1572;249;3
31;64;1573;1;0
31;65;1573;24;12
31;68;1571;3;4
31;65;1572;249;3
31;68;1571;5;4
31;65;1571;6;15
31;66;1571;4;5
31;66;1571;2;19
31;68;1571;0;18
31;68;1571;0;0
31;68;1571;24;33
31;69;1571;0;18
31;69;1569;12;68
31;64;1569;1;1
31;64;1569;99;0
31;69;1568;1;0
31;68;1569;2;46
31;69;1568;10;1
31;68;1568;1058;201
31;69;1568;983;226
31;64;1568;16;5
31;70;1550;99;0
31;64;1534;128;90
31;63;1530;254;71
31;67;1530;6;6
31;67;1530;1429;279
31;67;1525;45;25
31;67;1526;12;1
31;64;1526;60;46
31;63;1534;128;90
31;64;1514;7;0
31;63;1514;154;40
31;64;1506;24;9
31;63;1634;240;168
31;64;1634;67;0
31;64;1633;16;8
31;64;1514;132;33
31;64;1634;0;96
31;64;1633;10;1
31;64;1633;96;83
31;64;1632;7;5
31;64;1631;32;30
31;64;1623;264;13
31;63;1626;136;36
31;64;1628;81;36
31;65;1623;264;13
31;64;1626;86;10
31;66;1623;264;13
31;69;1623;109;19
31;64;1623;14;2
31;70;1623;64;10
31;69;1623;22;0
31;67;1622;15;18
31;64;1622;109;19
31;68;1622;27;4
31;68;1622;109;19
31;68;1622;737;170
31;70;1622;23;0
31;68;1622;737;170
31;68;1622;27;4
31;69;1622;587;69
31;68;1622;737;169
31;64;1622;24;12
31;64;1621;587;69
31;66;1621;587;68
31;67;1621;244;170
31;65;1621;2;3
31;65;1621;586;65
31;64;1621;4;6
31;64;1620;201;151
31;64;1620;3;4
31;64;1620;41;20
31;65;1620;1;3
31;66;1618;200;150
31;68;1618;6;5
31;64;1621;11;7
31;65;1618;99;163
31;65;1599;140;36
31;67;1598;5;5
31;67;1598;101;23
31;68;1598;557;99
31;65;1618;13;3
31;68;1598;126;21
31;68;1598;156;41
31;64;1597;1;1
31;65;1597;6;6
31;67;1597;209;47
31;64;1597;95;17
31;63;1597;463;63
31;66;1597;95;17
31;64;1597;11;1
31;67;1597;16;6
31;68;1597;89;10
31;63;1598;1;1
31;68;1597;151;26
31;65;1597;45;11
31;64;1597;50;49
31;67;1596;50;49
31;64;1597;3;14
31;64;1596;148;26
31;65;1597;53;9
31;66;1596;129;12
31;67;1596;60;5
31;65;1596;129;12
31;68;1595;22;14
31;64;1596;0;5
31;68;1594;50;49
31;64;1596;65;19
31;65;1593;18;12
31;67;1593;63;2
31;64;1593;1;1
31;68;1593;361;19
31;64;1592;140;2
31;64;1585;222;18
31;68;1575;120;5
31;68;1575;22;2
31;69;1575;107;0
31;67;1594;63;2
31;65;1574;511;7
31;65;1575;4;2
31;65;1574;13;5
31;68;1574;511;7
31;68;1574;52;7
31;65;1574;157;39
31;65;1573;62;4
31;66;1573;62;4
31;66;1572;12;1
31;66;1572;12;1
31;66;1572;1;12
31;68;1572;905;1
31;65;1572;12;1
31;68;1572;905;1
31;66;1572;903;0
31;68;1572;0;7
31;66;1572;1;12
31;68;1572;7;0
31;69;1572;1;1
31;69;1572;0;0
31;70;1572;1;0
31;68;1572;328;0
31;69;1571;328;0
31;69;1571;1;0
31;68;1571;459;0
31;64;1571;18;22
31;65;1572;903;0
31;63;1571;328;0
31;64;1553;330;0
31;63;1549;72;0
31;64;1553;4;2
31;63;1550;40;0
31;64;1549;40;0
11;71;3022;392;758
11;72;3022;10;11
11;71;3022;6;4
11;71;3021;31;15
11;71;3021;241;238
11;71;3021;44;34
11;72;3021;5;11
11;71;3020;13;0
11;73;3020;86;4
11;73;3021;29;38
11;71;3019;1;1
11;71;3020;88;6
11;71;3019;1;1
11;71;3019;2;0
11;71;3019;0;13
11;71;3019;51;4
11;71;3019;13;0
11;71;3019;1;0
11;73;3018;38;4
11;71;3020;1;1
11;74;3017;43;2
11;71;3018;696;349
11;71;3018;1;2
11;71;3016;43;2
11;71;3015;20;8
11;75;3015;2;0
11;71;3015;15;5
11;74;3017;1;2
11;75;3015;8;5
11;75;3015;10;3
11;71;3015;37;17
11;75;3015;37;17
11;74;3014;128;104
11;71;3015;4;1
11;71;3014;120;55
11;71;3014;183;221
11;71;3014;9;3
11;73;3014;183;223
11;71;3014;95;45
11;71;3014;394;141
11;75;3014;2;1
11;74;3014;98;63
11;75;3013;183;0
11;75;3014;11;18
11;75;3013;61;20
11;72;3013;183;0
11;74;3014;4;3
11;74;3010;14;14
11;74;3010;2;4
11;75;3010;12;15
11;75;3010;40;12
11;75;3010;44;42
11;71;3010;40;12
11;71;3010;35;0
11;71;3010;306;91
11;73;3010;18;3
11;73;3010;35;0
11;71;3009;18;3
11;73;3009;4;0
11;73;3009;37;5
11;75;3009;10;11
11;75;3008;2;2
11;74;3010;1;1
11;71;3008;2;2
11;71;2250;56;13
11;75;3008;2;2
11;71;2250;1;0
11;71;2250;34;5
11;71;3009;2;2
11;71;2367;190;134
11;71;2250;6;5
11;71;2367;1;1
11;71;2367;39842;0
11;75;2367;1;1
11;71;2250;38;2
11;71;2365;72;11
11;75;2365;72;11
11;71;2366;1;1
11;71;2365;129;137
11;71;2365;105;35
11;73;2365;468;294
11;73;2365;0;90
11;75;2365;129;47
11;71;2365;88;36
11;71;2364;31;62
11;71;2364;430;172
11;71;2364;293;220
11;75;2364;11;9
11;75;2364;303;85
11;73;2364;303;85
11;75;2363;1;1
11;75;2363;71;40
11;72;2363;11;2
11;71;2362;279;273
11;72;2362;113;141
11;75;2362;0;2
11;75;2362;139;127
11;73;2360;33;9
11;74;2360;1;1
11;74;2360;3;3
11;73;2360;58;9
11;71;2340;40;33
11;71;2340;10;2
11;73;2340;149;2
11;72;2339;4;7
11;73;2339;1;1
11;73;2339;0;24
11;73;2339;35;1
11;71;2338;27;14
11;71;2338;20;2
11;75;2338;12;0
11;75;2338;15;14
11;75;2337;10;1
11;75;2337;0;0
11;75;2337;109;65
11;74;2337;0;14
11;74;2337;7;0
11;75;2337;11;1
11;74;2336;7;0
11;75;2336;7;5
11;75;2336;114;14
11;74;2336;122;17
11;74;2336;7;5
11;75;2336;122;17
11;71;2319;16;6
11;71;2319;15;15
11;71;2365;9;4
11;75;2318;35;8
11;75;2318;21;11
11;71;2318;35;8
11;71;2362;56;13
11;73;2317;2;36
11;72;2317;4;4
11;72;2317;145;4
11;75;2317;115;83
11;73;2317;36;0
11;72;2317;2;141
11;73;2317;29;1
11;73;2316;0;146
11;74;2318;1;1
11;75;2317;36;0
11;73;2316;17;15
11;72;2315;0;146
11;72;2315;14;27
11;72;2315;15;113
11;72;2317;178;293
11;73;2314;1;1
11;73;2315;10;14
11;72;2314;1;1
11;73;2314;34;0
11;73;2314;2;2
11;73;2314;1;1
11;73;2314;2;2
11;73;2314;2;2
11;73;2313;18;8
11;74;2312;2;2
11;75;2312;10;9
11;73;2247;97;177
11;71;2368;85;57
11;71;2368;224;155
11;75;2367;134;83
11;74;2315;6;1
11;73;2368;51;24
11;71;2366;3;3
11;72;2367;39;48
11;71;2366;79;14
11;73;2366;79;14
11;71;2366;65;13
11;72;2364;13;5
11;71;2367;62;14
11;71;2366;142;5
11;75;2364;332;17
11;75;2364;52;8
11;71;2364;165;6
11;73;2364;34;0
11;71;2364;34;0
11;71;2364;126;34
11;75;2364;70;34
11;71;2364;127;11
11;71;2363;12;6
11;73;2364;56;0
11;71;2363;58;13
11;71;2363;6;5
11;72;2364;52;8
11;75;2363;16;10
11;75;2363;42;3
11;73;2363;42;3
11;71;2363;35;26
11;71;2363;156;82
11;73;2363;37;7
11;75;2363;104;60
11;75;2363;16;3
11;73;2363;1;1
11;73;2363;104;60
11;73;2363;2;15
11;71;2353;10;5
11;72;2362;1;6
11;71;2344;25;44
11;75;2362;1;9
11;71;2344;6;42
11;71;2345;3;6
11;72;2344;6;42
11;71;2343;20;29
11;71;2343;2;3
11;71;2344;10;2
11;72;2343;3;3
11;73;2343;10;29
11;72;2343;10;29
11;71;2343;8;1
11;73;2343;10;0
11;71;2343;5;4
11;71;2343;3;3
11;72;2343;1418;1084
11;71;2343;1;1
11;71;2343;77;34
11;72;2343;6968;35
11;73;2343;8;1
11;75;2343;77;34
11;75;2343;7391;71
11;71;2342;9;39
11;72;2342;10;31
11;71;2342;7331;17
11;73;2342;10;40
11;71;2342;914;879
11;71;2342;3;2
11;71;2342;133;0
11;71;2343;11;11
11;73;2342;23;0
11;75;2341;9;5
11;72;2341;35;22
11;72;2342;0;0
11;75;2341;27;23
11;75;2340;124;108
11;72;2342;3;2
11;72;2340;6822;2
11;74;2339;1708;627
11;71;2339;1;1
11;72;2338;10;30
11;73;2338;644;72
11;73;2340;42;0
11;71;2320;75;12
11;73;2338;26;665
11;74;2339;3;7
11;72;2319;1625;603
11;72;2319;139;62
11;71;2319;370;167
11;75;2319;109;63
11;71;2320;47;34
11;72;2319;11;5
11;74;2317;0;0
11;71;2319;139;62
11;73;2317;31;0
11;74;2317;119;59
11;71;2316;3;3
11;72;2316;67;53
11;71;2316;381;311
11;72;2316;1437;638
11;75;2316;67;53
11;72;2316;14;5
11;71;2316;14;5
11;72;2315;0;0
11;72;2315;41;2
11;75;2314;97;52
11;73;2314;1;1
11;73;2344;160;171
11;75;2346;73;66
11;73;2344;22;7
11;73;2318;58;0
11;72;2318;3;0
11;72;2316;2;55
11;75;2315;55;58
11;75;2315;4;1
11;71;2317;1;1
11;71;1626;80;22
11;72;2315;9;9
11;71;1626;10;6
11;75;1623;268;154
11;73;1623;20;3
11;75;1624;10;6
11;72;1623;219;32
11;71;1623;24;0
11;73;1623;15;25
11;73;1622;24;0
11;71;1623;2;1
11;73;1622;2;2
11;73;1623;1;1
11;71;1622;7;2
11;73;1622;7;0
11;71;1622;2;0
11;71;1623;6;3
11;73;1622;2;0
11;71;1622;46;32
11;73;1622;0;2
11;73;1622;5;3
11;75;1622;90;35
11;73;1622;29;9
11;75;1622;55;48
11;71;1621;55;26
11;71;1621;9;3
11;73;1620;9;3
11;71;1622;2;2
11;73;1620;36;6
11;74;1620;3;3
11;71;1619;83;23
11;71;1619;196;85
11;75;1619;56;23
11;73;1619;3;3
11;73;1619;27;0
11;71;1619;1;1
11;75;1618;273;166
11;73;1618;4;2
11;73;1618;6;1
11;73;1600;38;0
11;71;1599;28;42
11;71;1600;1;3
11;73;1599;24;0
11;71;1599;44;12
11;73;1599;1;1
11;72;1599;9;3
11;73;1599;1;1
11;73;1599;74;0
11;72;1598;2;1
11;75;1598;12;2
11;72;1597;435;477
11;72;1597;3;5
11;71;1600;7;2
11;72;1597;42;0
11;74;1597;482;474
11;75;1597;15;6
11;71;1597;82;27
11;73;1599;1;1
11;73;1597;14;2
11;75;1597;16;55
11;73;1596;5;5
11;75;1597;1;0
11;73;1596;29;4
11;73;1596;2;2
11;73;1596;53;22
11;75;1595;81;246
11;73;1596;2;2
11;71;1596;62;12
11;72;1596;4;2
11;75;1594;108;118
11;72;1594;9;3
11;75;1594;13;12
11;73;1594;49;0
11;74;1594;282;276
11;73;1594;2;1
11;71;1594;28;25
11;72;1580;71;137
11;72;1576;310;148
11;75;1576;45;32
11;71;1576;136;101
11;73;1594;3;3
11;71;1576;38;15
11;73;1576;24;1
11;74;1575;94;0
11;73;1576;14;14
11;74;1575;90;93
11;73;1575;98;3
11;71;1575;99;5
11;72;1575;95;108
11;73;1575;0;2
11;73;1575;1;0
11;71;1575;8;13
11;71;1575;69;99
11;73;1575;99;108
11;71;1574;33;12
11;75;1574;76;103
11;72;1574;3;3
11;75;1574;35;13
11;72;1574;10;4
11;73;1574;22;11
11;75;1574;12;4
11;75;1574;2;12
11;72;1575;16;11
11;75;1573;26;22
11;72;1574;6;3
11;75;1573;70;0
11;71;1574;48;18
11;75;1573;5;26
11;72;1573;70;0
11;73;1573;16;4
11;73;1573;5;26
11;73;1573;49;39
11;73;1573;139;4
11;75;1573;25;25
11;75;1573;16;4
11;73;1573;116;4
11;73;1573;1;2
11;75;1572;32;26
11;71;1572;32;26
11;73;1573;0;5
11;75;1572;20;8
11;73;1572;2991;89
11;73;1571;21;1
11;73;1571;119;36
11;75;1571;50;33
11;75;1572;3;6
11;75;1528;62;32
11;71;1571;269;6
11;75;1533;29;6
11;75;1527;1;9
11;73;1572;0;4
11;75;1526;165;81
11;75;1624;168;30
11;75;1624;59;18
11;71;1626;172;11
11;71;1624;15;16
11;71;1623;1;1
11;71;1623;158;19
11;75;1623;65;99
11;71;1570;8;4
11;71;1623;70;47
11;71;1623;65;99
11;75;1623;70;47
11;73;1623;0;15
11;71;1622;1;1
11;75;1622;54;1
11;73;1623;112;171
11;75;1622;114;50
11;71;1622;114;50
11;75;1624;1;2
11;73;1622;136;150
11;71;1622;30;16
11;71;1608;50;54
11;71;1619;26;22
11;71;1621;165;3
11;73;1602;50;1
11;75;1597;4;9
11;75;1597;45;24
11;71;1596;0;0
11;71;1596;9;21
11;73;1596;211;23
11;75;1596;5;13
11;75;1599;46;10
11;75;1596;3;8
11;75;1595;22;14
11;71;1595;4;1
11;71;1595;25;52
11;71;1595;12;13
11;74;1595;97;0
11;72;1595;5;0
11;71;1596;16;9
11;75;1595;29;56
11;71;1595;24;62
11;71;1595;3;3
11;72;1595;20;23
11;75;1594;10;8
11;75;1595;283;12
11;75;1576;6;7
11;73;1575;57;4
11;72;1575;135;3
11;72;1575;26;18
11;73;1595;23;7
11;75;1574;15;11
11;75;1574;6;5
11;75;1572;4;4
11;73;1575;41;14
11;71;1573;26;18
11;73;1575;1;1
11;72;1572;63;27
11;73;1572;6;9
11;71;1573;48;0
11;71;1572;59;23
11;72;1571;6;0
11;71;1572;6;6
11;74;1572;22;24
11;73;1571;4;2
11;75;1571;4;4
11;72;1571;18;9
11;72;1571;19;15
11;75;1571;18;9
11;74;1571;41;10
11;72;1571;165;95
11;75;1571;2;2
11;73;1571;1;0
11;72;1571;7;10
11;72;1571;610;195
11;72;1571;92;15
11;73;1571;28;29
11;73;1571;28;36
11;75;1570;2;1
11;71;1550;97;41
11;73;1570;7;8
11;71;1549;110;96
11;71;1548;47;2
11;75;1547;11;7
11;75;1546;50;60
11;74;1528;0;0
11;74;1528;2;2
11;74;1528;1;1
11;74;1527;180;13
11;75;1548;47;2
11;71;1507;159;24
11;71;1625;21;14
11;75;1624;230;109
11;75;1624;104;90
11;71;1630;116;7
11;71;1624;153;174
11;71;1623;106;1
11;72;1623;426;9
11;75;1622;66;55
11;75;1622;5;5
11;75;1622;82;68
11;71;1620;236;95
11;71;1620;30;14
11;75;1621;236;95
11;73;1601;42;7
11;72;1620;32;10
11;71;1600;26;19
11;75;1601;11;13
11;72;1600;13;3
11;71;1600;9;17
11;73;1527;1;29
11;71;1600;0;85
11;71;1600;0;85
11;72;1600;7;37
11;75;1600;2;3
11;71;1600;60;28
11;71;1600;0;0
11;71;1600;9;17
11;71;1600;107;0
11;71;1599;99;0
11;72;1600;74;63
11;72;1599;7;1
11;71;1599;1;109
11;75;1599;131;13
11;75;1599;2;3
11;75;1600;60;28
11;75;1599;21;7
11;72;1599;100;2
11;72;1599;121;1
11;72;1599;11;4
11;75;1598;0;1
11;75;1599;11;4
11;75;1598;2;4
11;75;1598;125;1
11;75;1599;4;5
11;72;1598;75;0
11;75;1598;1;1
11;75;1598;2;1
11;75;1598;7;0
11;75;1598;1;6
11;74;1598;1;1
11;74;1598;2;1
11;75;1598;0;1
11;75;1598;75;0
11;75;1598;1;1
11;75;1598;0;1
11;75;1598;125;1
11;75;1598;2;4
11;73;1598;7;7
11;75;1598;0;1
11;72;1597;75;0
11;73;1598;2;2
11;75;1596;1;1
11;73;1596;4;3
11;75;1596;7;0
11;75;1596;2;1
11;73;1596;17;9
11;73;1596;2;2
11;73;1595;38;0
11;73;1595;43;2
11;73;1595;2;2
11;73;1596;1;1
11;73;1594;1;1
11;74;1594;1;1
11;74;1594;1;1
11;74;1594;2;1
11;73;1594;6;0
11;75;1594;1;6
11;75;1582;1;1
11;74;1577;3;1
11;71;1577;179;0
33;76;3036;11;2
33;76;3036;11;2
33;77;3022;5;9
33;76;3034;267;89
33;77;3019;13;8
33;77;2369;180;36
33;77;3020;5;5
33;76;2366;5880;3151
33;76;2366;1;1
33;77;2371;50;34
33;77;2364;38;3
33;76;2367;43;40
33;78;2323;35219;3
33;76;2368;16;2
33;78;2323;7;9
33;77;2322;7;9
33;78;2319;26;31449
33;78;2319;343;1179
33;78;2362;29;31
33;77;2316;3;0
33;78;2316;312;116
33;78;2316;60;47
33;77;2316;16;2
33;77;2316;2;2
33;77;2315;93;60
33;77;2315;0;0
33;77;2314;12;3
33;79;2315;93;60
33;78;2292;161;3
33;77;2314;414;941
33;76;2296;88;36
33;76;2298;89;89
33;76;2276;0;0
33;76;2278;47;5
33;79;2276;0;889
33;79;2274;111;10
33;79;2274;5;0
33;79;2272;654;451
33;76;2274;47094;3079
33;78;2296;63;49
33;79;2272;102;18
33;77;2272;3;2
33;79;2272;1778;0
33;77;2272;392;274
33;76;2270;273;239
33;76;2270;39;16
33;78;2270;273;239
33;77;2272;31;0
33;77;2272;9;6
33;76;2270;16;3
33;78;2269;57;8
33;77;2268;162;76
33;78;2268;13;8
33;78;2267;23;14
33;76;2267;9;3
33;77;2267;3;2
33;77;2267;0;1
33;77;2267;20;26
33;79;2266;25;18
33;78;2266;20;26
33;79;2266;2;0
33;78;2269;7;8
33;76;2266;25;18
33;79;2266;0;0
33;77;2256;12;25
33;79;2256;3985;3000
33;79;2266;15;27
33;79;2256;1;1
33;78;2249;29;13
33;78;2253;21;17
33;78;2248;3947;2982
33;77;2257;3;2
33;77;2371;201;505
33;79;2375;3283;3022
33;78;2365;2843;2761
33;76;2365;5;10
33;78;2365;330;0
33;78;2365;19;9
33;77;2364;40;4
33;77;2342;159;76
33;79;2342;200;0
33;79;2342;11;2
33;76;2345;39;21
33;78;2340;191;0
33;78;2341;18;9
33;78;2340;100;113
33;79;2340;96;128
33;76;2366;21;1
33;79;2340;31;20
33;78;2339;5;0
33;77;2340;26;20
33;79;2339;0;0
33;79;2339;940;277
33;79;2323;49;7
33;78;2339;0;0
33;76;2322;21;11
33;76;2321;6;6
33;78;2321;85;12
33;78;2340;1;1
33;76;2318;209;42
33;78;2317;244;27
33;77;2321;3;1
33;79;2315;36369;0
33;78;2315;36369;0
33;79;2247;2486;1409
33;78;2240;13;6
33;78;2397;161;43
33;78;2322;222;4
33;78;2242;26;2
33;78;2316;108;13
33;78;2314;363;454
33;76;2320;24;1
33;78;2302;72;39
33;78;2322;24;9
33;78;2291;367;299
33;78;2290;295;187
33;78;2274;266;1
33;76;2276;116;68
33;78;2274;653;393
33;78;2315;9;2
33;76;2273;360;199
33;76;2273;16;35
33;79;2246;1319;280
33;78;2251;7;9
33;79;2246;7;14
33;78;2242;420;33
33;76;2371;94;43
33;78;2274;11;10
33;78;2362;146;4
33;78;2364;73;22
33;77;2345;3;0
33;78;2363;83;8
33;77;2344;87;14
33;78;2345;6;8
33;78;2344;14;8
33;78;2344;22;5
33;76;2344;6;4
33;78;2343;12;9
33;78;2343;9;9
33;76;2343;15;5
33;78;2342;252;55
33;76;2342;54;61
33;76;2342;2;2
33;76;2345;11;9
33;76;2341;21;16
33;78;2339;1;1
33;78;2339;3;3
33;78;2342;28;6
33;79;2338;233;64
33;79;2338;7;12
33;78;2339;15;16
33;78;2323;34;9
33;78;2338;3;3
33;76;2323;93;14
33;76;2320;1;4
33;76;2319;20;8
33;76;2318;24;6
33;76;2323;4;2
33;77;2317;40;43
33;76;2316;4;4
33;76;2316;14;11
33;79;2315;31;40
33;78;2315;1;1
33;76;2317;3;3
33;76;2315;20;29
33;78;2315;11;11
33;79;2315;7;5
33;79;2315;22;16
33;79;2315;196;12
33;76;2315;2;1
33;78;2315;20;17
33;76;2314;92;16
33;76;2314;340;31
33;78;2314;28;4
33;79;2313;255;28
33;80;2279;249;20
33;78;2314;62;6
33;80;2279;35;20
33;79;2315;3;2
33;78;1619;8;4
33;79;1622;8;4
33;76;2394;27;2
33;79;1619;29;15
33;79;1619;677;509
33;80;1617;7;6
33;78;1618;22;9
33;78;1617;7;6
33;78;1617;6;17
33;76;1628;5;7
33;78;1616;5;4
33;79;1617;5;1
33;78;1617;127;65
33;78;1616;31;5
33;78;1614;0;69
33;78;1614;12;12
33;78;1614;103;213
33;80;1617;1;1
33;78;1600;6;6
33;77;1602;3;10
33;78;1600;142;440
33;77;1602;21;6
33;78;1599;72;35
33;78;1599;3;2
33;79;1599;13;5
33;78;1599;469;124
33;78;1598;24;15
33;77;1599;118;45
33;80;1597;10;12
33;80;1597;53;2
33;77;1602;178;2
33;76;1597;175;60
33;80;1597;221;35
33;76;1597;2;6
33;78;1597;53;2
33;80;1597;81;29
33;79;1596;2;2
33;78;1596;31;19
33;78;1597;175;60
33;79;1595;6;2
33;78;1596;143;4
33;78;1595;6;2
33;79;1595;101;50
33;79;1596;25;19
33;79;1595;1;2
33;76;1596;21;4
33;79;1595;702;904
33;76;1595;40;48
33;78;1595;99;49
33;78;1595;14;53
33;78;1594;32;16
33;78;1595;2;1
33;78;1594;0;671
33;78;1593;26;69
33;76;1594;53;6
33;78;1593;41;18
33;79;1593;13;5
33;78;1578;67;16
33;78;1578;51;17
33;78;1595;21;3
33;78;1577;145;24
33;78;1576;40;2
